name,voice_model,bio,bio_url,advanced_voice_model,skyrim_voice_folder,race,gender,species,ref_id,base_id,author,voice_accent,note
Kesh the Clean,MaleKhajiit,"Kesh the Clean is the lone worshiper at the Shrine to Peryite in a remote hilly area of the Reach. Kesh is a devout follower of Peryite, the Daedric Lord of Pestilence.
Notably, Kesh is not one of The Afflicted. The Afflicted is the group of Breton villagers whom Peryite has blessed with a wasting plague, with plans to spread this plague across Tamriel and cleanse it of impurties. The leader of The Afflicted is a Bosmer mage named Orchendor.
Kesh is a Khajiit. He possesses notable skill with alchemy. His apparel consists of miner's clothes, boots, and an Alik'r hood.
Kesh will offer to help approaching pilgrims to commune with Peryite. He will ask them to acquire a deathbell flower, flawless ruby, silver ingot, and some vampire dus. These four ingredients are required in order to generate the incense fumes required for a ritual which summons an aspect of Peryite, who then appears to the pilgrim as a spectral diseased skeever.
Like most Khajiit, Kesh speaks in the third person, referring to himself as ""this one"". For example, if he wanted to express that he is tired, he would say ""This one is tired"".
Quotes:
""Ah, a wanderer, yes? No? Pilgrim, perhaps? Have you come to commune with Peryite, Taskmaster and blighted Lord, yes?""
If asked about Peryite: ""He is the pus in the wound. Oh, proper ones curl their noses, but it's pus that drinks foul humors and restores the blood. I worship Peryite, yes, because sometimes the world can only be cleansed by disease.""
If a pilgrim asks to commune with Peryite: ""Not everyone has the stomach required to entreat my Lord. But Kesh likes you, friend. There is a way Peryite may speak to us who will take Him in. If you wish to commune with Him, we'll need the incense.""
If asked where one can acquire the ingredients necessary for the communion ritual: ""This one would try a shop. You might prefer the direct route, hm? Deathbell grow in the frozen tundra. You might nip into a mine for the ruby and silver. Vampire Dust is tricky. Vampires, you know.""
If a pilgrim brings Kesh the four necessary ingredients: ""Ah, have you? Let Kesh have them. Yes, yes. This will create a fine fume. That should do. Now - Inhale deeply.""
If asked the location of Bthadarmz :  ""Not far, not far. This one looks upon it on clear days. Look to the west, at the foot of the mountain. The Dwarven ruins there. Bthardamz.""
If asked about Orchendor: ""Orchendor? Kesh knew him. He's an Overseer. Shepherd. Gathers the Afflicted, contains the festering wound. Orchendor and his Afflicted are meant to stand ready, awaiting Peryite's command to cover the world with his Blessing.""",/wiki/Kesh_the_Clean,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,08998C,89986,Bethesda,cs,Shawn - done
Kharag gro-Shurkul,MaleOrc,"Kharag gro-Shurkul is an Orsimer lumberjack, who resides at the Solitude Sawmill. He works for Hjorunn, and comments on how Hjorunn treats him as an equal, unlike most people in town.
Kharag sells sawn logs to the Dragonborn at a rate of twenty logs for 200 gold.",/wiki/Kharag_gro-Shurkul,OrsimerMale,MaleOrc,Orsimer,Male,Elf,0198AB,13291,Bethesda,ru,
Kharjo,MaleKhajiit,"Kharjo is a Khajiit warrior found traveling alongside Ahkari. He, along with Dro'marash, works as a guard protecting Ahkari and Zaynabi.
As a member of the Khajiit Caravans, Kharjo travels the many trade routes of Skyrim. When dismissed from being a follower by the Dragonborn, he returns to the caravans. The caravan travels between Dawnstar and Riften, sometimes passing through Labyrinthian. Waiting outside the gates of a city prompts them to appear at least once a week.
Speaking with him will reveal that his Moon Amulet was stolen during a bandit raid on the caravan, and that he wishes to have it returned, since he says it is special, for he received it from his mother when he was just a cub. If the Dragonborn retrieves the amulet, Kharjo rewards them with a leveled amount of  for recovering his keepsake and becomes available as a follower.
Delphine will request the Dragonborn bring her three followers who will then take an oath and be inducted into the Blades.
He wills the Dragonborn inheritance if he is killed while not being employed as a follower.
Kharjo is an extremely versatile warrior. His weapon specialties are One-Handed, Heavy Armor, Archery and Block. 
Kharjo will use staves and two-handed weapons if they are better than his default weapon. Kharjo also tends to use bows if a fight starts far away from him, and he will not enter melee mode until the foe has reached him.
Kharjo can be recruited into the Blades. He will no longer wander around Skyrim following the Khajiit Caravans, instead adopting a more stationary life at Sky Haven Temple. Upon joining the Blades, his default Steel Plate Armor is replaced by Blades Armor.
I have your amulet. ""There it is. Ah.... Home.... If you ever need the skills of a Khajiit warrior by your side, I would be honored to travel with you. Until then, here. This is for you, in thanks.""
Like most Khajiit, he speaks in the third person, referring to himself as ""this one"". For example, if he wanted to express that he is tired, he would say ""This one is tired"".",/wiki/Kharjo,KhajiitMale,MaleKhajiit,Khajiit,Male,Khajiit,0CD92D,01B1D2,Bethesda,cs,Shawn - started
Khayla,FemaleKhajiit,"Khayla is a Khajiit guard traveling with the Khajiit Caravans. She can be found traveling with Ri'saad on his caravan. She serves as a guard, protecting Ri'saad, Atahbah, and Ma'randru-jo in their travels throughout Skyrim. She sometimes sells lessons in the art of stealth.
Like most Khajiit, she speaks in the third person, referring to herself as ""this one"". For example, if she wanted to express that she is tired, she would say ""This one is tired"".",/wiki/Khayla,KhajjitFemale,FemaleKhajiit,Khajiit,Female,Khajiit,07433F,01B1D9,Bethesda,cs,Shawn - started
Kibell,MaleCommonerAccented,"Kibell is a Nord carriage driver located just outside Markarth Stables. He waits there until someone needs a ride to any of the capitals.
Kibell will drive the player to any hold capital, a useful service. He charges anywhere from 20 to 50 gold, depending on the distance to the destination.
Upon boarding his carriage, Kibell may share a little tidbit of information about the player's destination, or comment on the weather.",/wiki/Kibell,NordMaleCommonerAccented,MaleCommonerAccented,Nord,Male,Human,03F220,03F21E,Bethesda,en,
King Olaf One-Eye,Riekling,"Olaf One-Eye is a draugr found in the crypt of Dead Men's Respite. In life, he was a Jarl of Whiterun who rose to power as a High King of Skyrim, relatively early on in the First Era (Olaf reigned from 1E 420 to 1E 452), after defeating the dragon Numinex atop Mount Anthor.
During the Burning of King Olaf festival in Solitude, Olaf is depicted as a tyrant, and an effigy of him is burned.
According to one account, Olaf One-Eye fought the dragon Numinex with the aid of his Thu'um, in the presence of several witnesses. Drawing the battle toward Whiterun, Olaf contained the dragon within a prison in the Cloud District. The people of Whiterun renamed the keep Dragonsreach in honor of this task. Numinex stayed there, trapped, until his death.
Olaf became High King of Skyrim after the battle, facing mixed opinions from his peers. Because most witnesses of his victory against Numinex became extremely wealthy after he became High King, many believed that they were paid to provide false testimony to the events that took place atop Mount Anthor. Sometime during Olaf's reign as High King, Olaf expanded Skyrim's boundaries when he conquered the Reach.
The poet Svaknir wrote a heretical elegy, defaming Olaf and labeling him a traitor. Copies of Svaknir's script were burned until none remained, except the one buried with Olaf in his tomb, known as Dead Men's Respite. Svaknir's body was also laid to rest in Dead Men's Respite.
Svaknir's lost verse still resides in Olaf's tomb. Olaf's body has become a Draugr, and will attack anyone who intrudes into his crypt.",/wiki/Olaf_One-Eye,Riekling,CrDraugrVoice,Nord,Male,Human,62864,0DD9D9,Bethesda,en,Shawn - done. Free free to change voice model
Kjar,MaleNord,"Kjar is a Nord and a ship captain on the south-eastern side of Windhelm, at the Windhelm Docks.
Kjar is the giver of a miscellaneous quest to Stony Creek Cave, Traitor's Post, Lost Knife Hideout, Gallows Rock, or Uttering Hills Cave to kill an ex-crew member.
This quest is known to coincide with the quest ""Finn's Lute"" for the Bards College. If the crew member is killed prior to talking to Kjar, there will be a quest update to return to Kjar.",/wiki/Kjar,NordMale,MaleNord,Nord,Male,Human,0A17A9,13293,Bethesda,en,
Kjeld,MaleNord,"Kjeld is a Nord man who resides in Kynesgrove.
Kjeld is the leader of Kynesgrove and the most influential man in the settlement. He's also the owner of Steamscorch Mine. He lives with his wife Iddra, the innkeeper, and his son, Kjeld the Younger. In a dialogue with Roggi Knot-Beard, a good friend of his, Kjeld reveals that his marriage is not as good as it used to be.
If Kjeld sees a High Elf wearing a Thalmor uniform, he will become offended and will attack the filthy Thalmor.",/wiki/Kjeld_(Skyrim),NordMale,MaleNord,Nord,Male,Human,01B086,13663,Bethesda,en,Shawn - started
Kjeld the Younger,MaleEvenTonedAccented,"Kjeld the Younger is a Nord miner who lives in Kynesgrove. He is the son of Kjeld and Iddra. He is not to be confused with his father, who runs the Steamscorch Mine and the settlement of Kynesgrove itself.
Kjeld the Younger: ""When do I get to go hunting?"" Kjeld: ""When you're able to draw a bow all the way to your shoulder."" Kjeld the Younger: ""I can do that! I did it yesterday!"" Kjeld: ""Oh, really?"" Kjeld the Younger: ""So can I come?""
Kjeld the Younger: ""And then I told her about the vampires and how much they would pay me for her."" Kjeld: ""That is rich. What did she do?"" Kjeld the Younger: ""She's a girl. She cried."" Kjeld: ""It's good to toughen her up. Not an easy world out here. Keep at it.""
Kjeld the Younger: ""Papa, mama's making me do kitchen work again."" Kjeld: ""And what did you say to that?"" Kjeld the Younger: ""She can't tell me what to do!"" Kjeld: ""There you go, son. Be your own man!""",/wiki/Kjeld_the_Younger,NordMaleEvenTonedAccented,MaleEvenTonedAccented,Nord,Male,Human,01B087,13661,Bethesda,en,
Kleppr,MaleCondescending,"Kleppr is a Nord citizen in the city of Markarth. He can be found working at the Silver-Blood Inn, which he operates with his wife, Frabbi, who he is constantly bickering with. Their children, Hroki and Hreinn, also work at the inn.
During The Forsworn Conspiracy, he can be asked about Margret. He can be either persuaded, bought out, or intimidated for the key to her room.
Speaking with Bolli, who owns the Riften Fishery, will start the Miscellaneous quest to deliver a Purchase Agreement to Kleppr.
Where can I learn more about magic? ""Any aspiring mage would do well to look for the College in Winterhold. Head there, and you'll get what you're after. Although our Jarl's humble wizard might be willing to help you too.""
Did a woman named Margret stay here? ""Ah, yes. Rented the nicest room we had for a whole month. I think she's sitting by the fire. Poor girl."" (If Margret was killed: ""Ah, yes. Rented the nicest room we had for a whole month. Best we all forget about her. Bad luck to talk about the dead in Markarth."")
Do you have the key to Margret's room? ""Of course. But I can't just hand that over. Privacy, after all.""",/wiki/Kleppr,NordMaleCondescending,MaleCondescending,Nord,Male,Human,0198EC,0133A3,Bethesda,en,
Klimmek,MaleBrute,"Klimmek is a Nord trader in Skyrim who resides at his house in the town of Ivarstead. He can be found on the road out of Ivarstead to High Hrothgar on various occasions. He works as a fisherman together with Bassianus Axius, who has a key to the house, and is currently searching for a job and a permanent residence in Ivarstead.
Klimmek usually delivers supplies to the Greybeards at High Hrothgar, but at the time of the quest, he is unable to take the trip up the mountain. The Dragonborn may receive the supplies from him and make the trip for Klimmek. The supplies are to be placed in a chest in between the two stairways leading up to High Hrothgar's entrance.
Klimmek and Fastred were romantically involved at one time, until she became more interested in Bassianus Axius. Klimmek can be persuaded to express his feelings towards Fastred and make her change her mind on leaving Ivarstead with Bassianus. During one of their conversation it is revealed that Klimmek likes to fish and she planned to leave him for Bassianus because she thought that Klimmek only loved fishing.
Klimmek ""Not today. I'm just not ready to make the climb to High Hrothgar. The path isn't safe."" Klimmek ""Honestly, I'm not certain. I've yet to be allowed into the monastery. Perhaps one day.""",/wiki/Klimmek,NordMaleBrute,MaleBrute,Nord,Male,Human,190000000,0136C2,Bethesda,en,
Knight-Paladin Gelebor,Gelebor,"Knight-Paladin Gelebor is one of the last known Snow Elves alongside his brother, Arch-Curate Vyrthur. Gelebor has served as a sentinel and Knight-Paladin at the Chantry of Auri-El for thousands of years.
Gelebor's exact age is uncertain, but he has been living since before the Atmoran conquest of Skyrim in the First Era, when the Snow Elf civilization was a wealthy and prosperous society. This means that Gelebor is over four thousand years old.
During this time, he served as a Knight-Paladin for the Chantry of Auri-El, the epicenter of worship in the Snow Elf faith, and a retreat for those who wished to become enlightened. He is responsible for protecting the Chantry, and everything in it, until he dies.
Following the war with the Atmorans, most of his race was either wiped out or forced into hiding. Eventually, many of his kin took refuge with the Dwemer, a subterranean race of mer. The Chantry itself was quite isolated, so much of the worldly affairs occurring in Skyrim passed them by. Only about a hundred or so Snow Elves remained within the Chantry, by the time the Snow Elves of Skyrim and Solstheim were hunted to extinction, but the Chantry managed to remain a secret to both the Dwemer and the Atmorans for many years.
Ironically, their downfall came from Falmer; the twisted race into which their fellow Snow Elves, those who had taken refuge with the Dwemer, had devolved. The Falmer eventually discovered Gelebor and the remaining followers of Auri-El, and swarmed the Chantry in vast numbers until they were completely overrun. Gelebor led a small group of paladins, but they were no match for the Falmers' sheer numbers. The Falmer even found a way to breach the Inner Sanctum, where Gelebor's brother, the Arch-Curate, resided. In the end, Gelebor and his brother were the only two Snow Elves who survived.
In the centuries since the disappearance of his race, Gelebor has stayed true to his oath as a Knight Paladin and continued to tend to the Chantry. He became estranged from his brother Vyrthur, who remained at the Inner Sanctum, and has long believed the Falmer corrupted him when the Chantry was attacked. Gelebor has never been able to confront Vyrthur, however, as he believes leaving the Wayshrines within the Chantry unguarded would be violating his sacred duty. Over the years, countless travellers and adventurers have discovered the Chantry while searching for Auriel's Bow. Gelebor proposed the same arrangement to each of them - the death of his brother in return for the bow. None have ever been successful.
Gelebor is encountered in Darkfall Cave at the shrine of Auriel, and will ask the player to kill his brother, who Gelebor believes has become corrupted by the Falmer.
If the player is successful in retrieving Auriel's Bow, Gelebor will offer to bless normal elven arrows, thus transforming them into Sunhallowed Elven Arrows.",/wiki/Knight-Paladin_Gelebor,SnowElfMale,DLC1MaleUniqueGelebor,Snow Elf,Male,Elf,00A878,00A877,Bethesda,en,Shawn - started
Knjakr,MaleBrute,"Knjakr is an insane Elder Nord cannibal who can be found hidden away in the Ratway Warrens deep beneath Riften.
When the Dragonborn first approaches Knjakr's room, he will call them to come in. If they enter, Knjakr will become hostile and attack, saying ""I am going to eat well tonight, my darling!,"" which indicates him being a cannibal or becoming one due to the lack of food. He wears a Chef's Tunic and Chef's Hat that suggests he was a chef before moving to the Warrens.",/wiki/Knjakr,ElderMaleBrute,MaleBrute,Nord,Male,Human,94002,94000,Bethesda,en,
Knud,MaleChild,"Knud is a Nord child found at Katla's Farm outside Solitude.
Knud is the son of Katla and Snilling. His father says that Knud is a bad reader, but his mother says he will not need to read to work on the farm. Knud says that his father makes him respect guests who come to their home.
If both of his parents are killed, he will be moved to Honorhall Orphanage in Riften.
Snilling: ""It's too cold for my bones, but that never seems to stop you, dear."" Knud: I'm gonna go play soldier with a tree!"" Snilling: ""I'll see if I can't get some work done inside, where it's warm.""",/wiki/Knud,NordMaleChild,MaleChild,Nord,Male,Human,0198DB,13294,Bethesda,en,
Kodlak Whitemane,KodlakWhitemane,"Kodlak Whitemane is the Harbinger of the Companions. He resides in Jorrvaskr in Whiterun. The command structure of the Companions is less rigid than most other factions, and the Harbinger is not technically the leader of the Companions. Instead, Kodlak serves as the chief councilor and arbitrator of the Companions, and is the most respected role model of the group. The title “Harbinger” derives all the way back thousands of years to Ysgramor and his 500 Companions. Ysgramor was referred to amongst the Nords as the “harbinger of us all”. Each new Harbinger is chosen by the last.
Kodlak does not give formal orders to the Companions, but his word is highly respected in Jorrvaskr and across all of Skyrim. Kodlak is a member of The Circle, a lesser-known inner group of elite Companions members who are all secretly werewolves (lycanthropes). However, Kodlak wishes to be rid of his lycanthropy. Upon death, the soul of a person infected by lycanthropy goes to the Hunting Grounds (the afterlife associated with Hircine, the Daedric Prince of the Hunt). Kodlak does not wish for his soul to go to the Hunting Grounds when he dies, and instead wants his soul to go to Sovngarde (the Nordic afterlife).
Along with Kodlak, there are 4 other members of The Circle: Aela (woman), Skjor (man), Farkas (man), and Vilkas (man), who are all Nords. Farkas and Vilkas are twin brothers, with Vilkas being the smarter and more well-spoken of the two. Aela and Skjor are the most enthusiastic about their werewolf abilities. Other members of the Companions include Njada Stonearm (a Nord woman who specializes in the use of the shield), Athis (a Dunmer man who specializes in One-Handed weaponry), Torvar (a Nord man), and Ria (an Imperial woman).
Kodlak has long white-gray hair, and a thick beard. He is clad in a set of Wolf armor, which is forged with steel at the Skyforge near Jorrvaskr by Eorlund Gray-Mane. Eorlund is likely the best blacksmith in all of Skyrim, and forges most of the Companions members’ armor and weapons out of high quality Skyforge steel.
When he was a young man, Kodlak was found by Askar (the previous Harbinger) while in Hammerfell, and was convinced to join the Companions. Sometime after this, Kodlak succeeded Askar as the next Harbinger. Kodlak has been the Harbinger for the last twenty years, balancing his tactical skill, ferocity in combat, and commanding presence. However, those days are drawing to a close. A year ago, Kodlak contracted a sickness called The Rot. His condition has reached its final stages of deterioration, making him weak in body. In frustration, he has taken to locking himself behind closed doors and poring over old documents, desperate to cure himself of lycanthropy before the sickness ends his life.
Recently, a dream came to Kodlak, which he recorded in his journal. Kodlak dreamed of Tsun (the Nordic god of trials against adversity) denying former Harbingers (since Harbinger Terrfyg) access to Shor's Hall in Sovngarde. In this dream, the wolf spirit dragged the former Harbingers to Hircine, to hunt with him forever. In the dream, Kodlak helplessly watched as the beast attacked him. However, a stranger arrived to protect him in the dream, driving back the beast and saving Kodlak.
Upon first encountering the player, Kodlak will recognize the player as looking identical to the stranger who saved him in his dream. If the player asks Kodlak about joining the Companions, he will immediately accept the player, deeming them worthy of joining. Kodlak will then tell Vilkas to spar with the player out in the courtyard to test the player’s strength.
Kodlak proves to be a benign and wise individual for such a rowdy group. As Harbinger, he is the one that helps channel the Companions' skills in a way that can benefit Skyrim's people, rather than leaving them to brawl and drink all day long. His wisdom is respected throughout the nine holds, as well. Kodlak is in his twilight years. He has lost his will to win glory in battle, partially because his body cannot allow it. He hints annoyance at this limitation, but he never openly complains.
Kodlak is very wise and perceptive. He can see the player’s strong potential instantly. His observations on honor are very definitive. While he will grieve if a member of the Companions is killed, he will not condone unnecessary bloodshed in retribution, as it is dishonorable. When necessary, he will explain how wrong it can be to react in fury and grief.
Stoic in disposition, Kodlak can be very withdrawn at times. He is haunted by the thought of joining Hircine in the afterlife. As a true Nord, he wishes to go to Sovngarde upon his death, and he persistently devotes his time to trying to find a cure for his lycanthropy. Hundreds of years ago, Harbinger Terrfyg entered a pact with the mysterious Glenmoril witches, who turned the members of The Circle into werewolves. These witches have survived to the present day. One of heads of these witches is required in order to perform a ritual by which the curse of lycanthropy can be purged from one’s body and soul. Kodlak wishes to perform this ritual so that when he dies, his soul will be sent to Sovngarde instead of the Hunting Grounds. Eventually, Kodlak may ask the player to kill the Glenmoril Witches and take one of their heads, in order to perform this cleansing ritual within Ysgramor’s tomb.
Quotes:
""Some nights I dream about the mists of Sovngarde.""
""Greetings, Shield-Brother.""
If asked about his stance on the civil war: ""Politics are something best avoided. I prefer more personal confrontations, myself.""
If asked why he joined the Companions: ""Like most of our band, I found this family after losing my own. I traveled the length and breadth of this land, learning all I could of the sword and the axe. I was just a boy, but I had the fire of a man in my heart. Eventually, my body caught up to my spirit. My predecessor, Askar, found me in Hammerfell. I was serving as bodyguard for some weak-necked lord out there. He brought me back here, and I realized... that I was actually coming home. I work to bring honor to this family, and to the family that I lost. For my mother, my father, and my grandfather. For all my Shield-Siblings. Family and honor. That's what it means to be one of us.""
If asked who the Companions are: “Your question carries more weight than you may know, newcomer. The sort of thing some of us spend our lives pondering. The difference between a noble band of warriors and a ragged bunch of assassins is as thin as a blade's edge. I try to hold us to the right path.""
If the player states that they would like to join the Companions: ""Would you now? Here, let me have a look at you. Hm. Yes, perhaps. A certain strength of spirit.""
If a new recruit asks what it means to be a Companion: ""It means living such that your Shield-Siblings would proudly say they fought at your side. Glory in battle, honor in life. Deal with problems head on. Leave whispers and sneaking to the gutter rats who can't fight for themselves.""
If the player has not yet joined The Circle, but indicates awareness that some of the Companions are werewolves: ""I see you've been allowed to know some secrets before your appointed time. No matter. Yes, it's true. Not every Companion, though. Only members of the Circle all share the blood of the beast. Some take to it more than others.""",/wiki/Kodlak_Whitemane,KodlakWhitemane,MaleUniqueKodlakWhitemane,Nord,Male,Human,01A68F,01A68E,Bethesda,en,Shawn - done
Kodrir,MaleSlyCynical,"Kodrir, a Nord man, works as a lumberjack at Anga's Mill, west of Windhelm. Kodrir shows a great dislike of strangers when spoken to. He's also very pessimistic and thinks badly of people around him. He has dark shoulder-length hair and wears a belted tunic.
Kodrir works for a Nord woman named Aeri, whom Kodrir suspects doesn't appreciate his hard work. After his work day ends, he retires to the mill’s common house with his workmate Leifur, with whom he argues about work.
An Imperial man named Ennodius Papius used to work at the mill. Kodrir didn’t like Ennodius.
Quotes:
""Strangers are always trouble.""
""I don't need to talk to you. Get lost.""
""I swear that woman Aeri doesn't appreciate all the work I do for her damn mill.""",/wiki/Kodrir,NordMaleSlyCynical,MaleSlyCynical,Nord,Male,Human,01A6D4,01360D,Bethesda,en,Shawn - done
Kolbjorn Guard,MaleBrute,"A Nord man who has been hired by Ralis Sedarys (a Dark Elf man) to protect the miners working in Kolbjorn Barrow from draugr and potential bandits. He is skilled with melee weapons.
The player is financier of this operation, providing Ralis the gold with which the miners and guards have been hired. Kolbjorn Barrow is an ancient Nord crypt on southwestern corner of Solstheim. The crypt is currently partially buried in ash. The miners' job is to shovel out the ash so that Ralis and the player can explore deeper within the crypt.",/wiki/Kolbjorn_Guard,MaleBrute,MaleBrute,Nord,Male,Human,0289C4,27805,Bethesda,en,Shawn - doneish
Kolbjorn Guard,MaleBrute,"A Nord man who has been hired by Ralis Sedarys (a Dark Elf man) to protect the miners working in Kolbjorn Barrow from draugr and potential bandits. He is skilled with melee weapons.
The player is financier of this operation, providing Ralis the gold with which the miners and guards have been hired. Kolbjorn Barrow is an ancient Nord crypt on southwestern corner of Solstheim. The crypt is currently partially buried in ash. The miners' job is to shovel out the ash so that Ralis and the player can explore deeper within the crypt.",/wiki/Kolbjorn_Guard,MaleBrute,MaleBrute,Nord,Male,Human,028B03,0277FC,Bethesda,en,Shawn - doneish
Kolbjorn Guard,MaleBrute,"A Dunmer man who has been hired by Ralis Sedarys (a Dunmer man) to protect the miners working in Kolbjorn Barrow from draugr and potential bandits. He is skilled with Destruction magic.
The player is financier of this operation, providing Ralis the gold with which the miners and guards have been hired. Kolbjorn Barrow is an ancient Nord crypt on southwestern corner of Solstheim. The crypt is currently partially buried in ash. The miners' job is to shovel out the ash so that Ralis and the player can explore deeper within the crypt.",/wiki/Kolbjorn_Guard,DunmerMaleBrute,MaleBrute,Dunmer,Male,Elf,,27803,Bethesda,cs,Shawn - doneish
Korir,MaleNord,"Korir, a Nord man, is the Jarl of Winterhold. He can be found in the Jarl's Longhouse in Winterhold. His wife is named Thaena, and they have a young son named Assur.
Korir does not approve of the College of Winterhold, and his opinions are typically ignored by the other Jarls, due to Winterhold not being seen as one of the important holds in Skyrim. If banished from Winterhold by the Imperial Legion, he will reside in Brunwulf Free-Winter's house in Windhelm with his family.
Korir's influence is deeply affected by The Great Collapse and the existence of the College of Winterhold. He carries the grudges of his ancestors while refusing to abandon his home. He continues to serve Winterhold dutifully as its staunch protector in troubled times.
If the player asks Korir for work, he will send them to recover the Helm of Winterhold, hoping to improve the standing of Winterhold.
In order to be named Thane of Winterhold, the player must help three residents of Winterhold.
Quotes:
If asked for work: ""Winterhold has lost much of its history, and with that much of its power. I aim to change that. I've heard rumors of the resting place of the Helm of Winterhold, the very same helm that Jarl Hanse wore in the First Era. Hanse was in line to be High King of Skyrim, you know. Having that might get the ear of the other Holds and give me some authority.""
If the player has helped several of his people: ""Then by my right as Jarl, I name you Thane of Winterhold. I grant you this weapon from the armory to serve as your badge of office. I'll also notify the guards of your new title. Wouldn't want them to think you're part of the common rabble, now.""",/wiki/Korir,NordMale,MaleNord,Nord,Male,Human,01C1B5,01C188,Bethesda,en,Shawn - started
Kornalus,MaleElfHaughty,"Kornalus lives and works in Harmugstahl and conducts experiments on Frostbite Spiders using a special serum (as revealed in a research note), infusing them with frost, shock and fire. As evidenced by the shrine in his bedroom, Kornalus is, like many other magicians, a worshiper of Julianos.
Kornalus is a combat mage and uses fire/frost/shock spells. At higher levels, he might also be immune to shock/fire/frost damage. During the fight, he fights alone. The spiders in the last room are sealed behind bars. However, the Dragonborn can free the spiders via a nearby lever, and they will then aid the Dragonborn in the fight. Once Kornalus is killed, any spiders that are still alive will then attack the Dragonborn.",/wiki/Kornalus,AltmerMaleHaughty,MaleElfHaughty,Altmer,Male,Elf,039BE0,039BB7,Bethesda,pl,
Kottir Red-Shoal,MaleNordCommander,"Kottir Red-Shoal is a Stormcloak captain and the commander of the Reach Stormcloak Camp.
If the Dragonborn chooses to side with the Stormcloaks during the Civil War and takes The Reach for them, Kottir will be found in Understone Keep in Markarth. He appears during one of the quests in the Civil War questline.",/wiki/Kottir_Red-Shoal,NordMaleCommander,MaleNordCommander,Nord,Male,Human,077DD6,84556,Bethesda,en,
Krag,MaleWarlock,"Krag was a Breton conjurer and a scholar of the Dwemer. His corpse can be found inside the Nchuand-Zel. His journal lies next to him. He went inside with Erj, Stromm and Staubin but all have been killed by the Falmer.
The Lost Expedition is a quest to restore the ancient power of Nchuand-Zel, an ancient dwemer city, and discover what happened to the missing expedition party that went exploring within the abandoned city. The quest is obtained by reading Alethius's Notes next to his dead body in the Nchuand-Zel Excavation Site.",/wiki/Krag,BretonMaleWarlock,MaleWarlock,Breton,Male,Human,0C084D,0C084E,Bethesda,fr,
Kraldar,MaleNord,"Kraldar is a Nord noble who rises to the rank of Jarl of Winterhold if the Dragonborn sides with the Imperial Legion during the Civil War questline. If he becomes Jarl after the Dragonborn trades Winterhold for The Reach in Season Unending, and the Dragonborn later retakes the hold for Jarl Korir, he will be exiled to Erikur's House in Solitude.
By all accounts, Kraldar may be one of the last in a long line of nobility in Winterhold, due to the cataclysmic Great Collapse in 4E 122. He understands that the College of Winterhold needs to be placated, and being on good terms with the Arch-Mage is in Winterhold's best interest, unlike his predecessor. Ever the optimist, he firmly believes that Winterhold will be returned to greatness one day, and often regales his housecarl, Thonjolf, with his dreams for the future. He is far less chatty with Malur Seloth, however.
He is often bored with his rank and will frequently ask Thonjolf for the latest rumors in Winterhold. When Thonjolf reveals that there is absolutely no news in the three-house town (and even in the College), Kralder will prod him until Thonjolf promises to tell him about anything new occurring in the perennially frostbitten town (this also occurs before he is Jarl).
Kraldar: ""So, what's the latest exciting news about goings-on in Winterhold?"" Kraldar: ""None? Nothing at all? Nothing from the College, even?"" Kraldar: ""Yes, that will be fine. Thank you.""",/wiki/Kraldar,NordMale,MaleNord,Nord,Male,Human,01C190,01C180,Bethesda,en,
Krev the Skinner,,"Krev the Skinner is one of the leaders of the Silver Hand, who can be found at the fortress of Gallows Rock. The Silver Hand is a group of devoted werewolf hunters, and are the enemies of the Companions. The Companions are based at the mead hall of Jorrvaskr in the city of Whiterun. Hundreds of years ago, the Companions were a noble group of warriors whose heritage dates back thousands of years to the time of Ysgramor. Unfortunately, several generations ago, the members of Companions were inflected with lycanthropy by a coven of hagravens, and became werewolves. Not all of the Companions are werewolves, but since it's not always easy to determine, all of the current Companions need to be wiped out.
Krev is a leader of the Silver Hand, stationed at Gallows Rock, which is one of their outposts in Skyrim. Krev uses the fort as a base of operations for capturing and killing Werewolves, and is known as ""The Skinner"" because of their penchant for skinning werewolves.
Skjor, a werewolf and prominent member of the Companions, recently charged into the fort alone. Krev and his men responded by overwhelming Skjor and killing him. Just now, the player and Aela also charged into the fortress. Aela is another werewolf and prominent member of the Companions, and her ally (the player) is no doubt a werewolf too.",/wiki/Krev_the_Skinner,NordRadiant,,Radiant,Either,,02516D,0A9548,Bethesda,pt,Shawn - done
Kust,MaleNord,"Kust is a Nord living in Falkreath. He is the keeper of Falkreath Graveyard and the assistant of Runil, and resides in the Hall of the Dead.
If the Dragonborn kills either Lod or Bolund in Falkreath, a courier will arrive with a letter sent from Kust thanking the Dragonborn.
If the Dragonborn kills Runil or steals anything belonging to Runil or Kust, hired thugs may be sent after them by Kust.
Kust: ""Men aren't good or bad. They're just men.""",/wiki/Kust,NordMale,MaleNord,Nord,Male,Human,19821,01364C,Bethesda,en,
Kuvar,MaleBrute,"Kuvar, a Nord man, is a warrior of Thirsk Mead Hall, and the husband of Bujold, the chief of their group. Kuvar is a master-level Heavy Armor trainer.
Kuvar will help to take back Thirsk Mead Hall from the Rieklings. If his wife Bujold dies, he will be angry and upset, and will no longer be willing to talk to the player.",/wiki/Kuvar,NordMaleBrute,MaleBrute,Nord,Male,Human,01A519,01A518,Bethesda,en,Shawn - started
